분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(X좌표),경도(Y좌표),유무료,문화포털상세URL
콘서트,마포구,마포아트센터 M 레트로 시리즈 2024 신년맞이 어떤가요 #7,2024-01-18~2024-01-18,마포아트센터 아트홀 맥 ,마포문화재단, 취학아동 이상 (2017년 포함 이전 출생자)," R석 66,000원/ S석 55,000원/ A석 44,000원","조성모, 뱅크(정시로)",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2285&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=43bd8ae3612e4cb2bb3a7edf9186efbf&thumb=Y,2023.10.30,기관,2024.1.18 0:00,2024.1.18 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143909&menuNo=200008
콘서트,강북구,딕펑스×두번째달_Spice of life,2023-12-23~2023-12-23,꿈의숲 퍼포먼스홀,세종문화회관,만 8세 이상,"전석 45,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34449&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d5e5494491b1481081180ac991c410db&thumb=Y,2023.9.19,기관,2023.12.23 0:00,2023.12.23 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143406&menuNo=200008
전시/미술,강남구,서울일러스트레이션페어V.16,2023-12-21~2023-12-24,코엑스 B&D1홀,기타,누구나,"성인 13,000원, 청소년 8,000원",,,,http://seoulillustrationfair.co.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cc68500bcc0a4e0f89143a5a89d5facb&thumb=Y,2023.10.18,시민,2023.12.21 0:00,2023.12.24 0:00,,37.5103947,127.0611127,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143763&menuNo=200009
콘서트,마포구,2023 마포아트센터 송년콘서트 [나윤선 ANOTHER CHRISTMAS],2023-12-20~2023-12-20,마포아트센터 아트홀 맥트 ,마포문화재단,8세 이상,"R석(1층) 55,000원/ S석(2층) 35,000원"," 나윤선, 막심 산체스, 토니 팰만",,,http://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2280&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1d32080e118249d7b74dbbeb7109611d&thumb=Y,2023.10.19,기관,2023.12.20 0:00,2023.12.20 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143792&menuNo=200008
무용,마포구,2023 M 송년시리즈 발레 [호두까기 인형],2023-12-15~2023-12-17,마포아트센터 아트홀맥,마포문화재단,48개월 이상," R석 70,000원 S석 60,000원 A석 50,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2279&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f624469769504fa6a08d8fac8646e373&thumb=Y,2023.10.19,기관,2023.12.15 0:00,2023.12.17 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143791&menuNo=200008
클래식,종로구,"[서울시합창단 제 167회 정기연주회] 헨델, 오라토리오 메시아",2023-12-14~2023-12-15,세종체임버홀,세종문화회관,만 7세 이상,"전석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33868&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f8ac574a2e6b4e498421d4ed8438a6c7&thumb=Y,2023.10.19,기관,2023.12.14 0:00,2023.12.15 0:00,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143797&menuNo=200008
콘서트,마포구,"[2023 카즈미 타테이시 트리오 내한공연] 크리스마스, 재즈를 만나다",2023-12-10~2023-12-10,마포아트센터 아트홀 맥,기타,만 7세 이상,"VIP석 77,000원 / R석 66,000원 / S석 55,000원 / A석 44,000원",,"Let It Snow, White Christmas 등 재즈로 즐기는 크리스마스의 특별한 선율",,https://tickets.interpark.com/goods/23012376,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1d4309b7571e4ad5aab07a8811b72f91&thumb=Y,2023.9.11,시민,2023.12.10 0:00,2023.12.10 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143244&menuNo=200008
콘서트,마포구,[서울마포음악창작소] 2023 M 인디열전 ♪ EXTENSION 공연,2023-12-08~2023-12-09,마포아트센터 아트홀맥,마포문화재단,8세 이상,"티켓 R석 : 30,000원 / 티켓 S석 : 20,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_top_str=%EC%9D%B8%EB%94%94&pk_seq=2274&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=86b2edb7cbce492ebb5995c0a51c3b78&thumb=Y,2023.10.11,기관,2023.12.8 0:00,2023.12.9 0:00,,37.55506905,126.9575349,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143653&menuNo=200008
국악,금천구,[너나나시리즈] 국악뮤지컬 제비씨의 크리스마스,2023-12-08~2023-12-09,금나래아트홀,금천문화재단,36개월 이상,전석 2만원,,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3569&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ae60e64ee94d456e9ee738db4debe1ea&thumb=Y,2023.10.18,기관,2023.12.8 0:00,2023.12.9 0:00,기타,37.45657850809659,126.89597253576768,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143782&menuNo=200008
전시/미술,중구,서울시립미술관 [우리가 모여 산을 이루는 이야기],2023-12-07~2024-03-03,서울시립미술관 서소문본관 3층,서울시청,누구나,,,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1233185,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=488b87e776a044b5bf376755084cf08d&thumb=Y,2023.10.13,기관,2023.12.7 0:00,2024.3.3 0:00,기타,37.56410607,126.9736993,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143690&menuNo=200009
국악,종로구,2023 믹스드 오케스트라 Ⅱ [소리의 색채],2023-12-07~2023-12-07,세종대극장,세종문화회관,만 7세 이상 관람가,"VIP석 50,000원 / R석 40,000원 / S석 30,000원 / A석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33862&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4473862e4cef483b9cfefe7b5dfcc560&thumb=Y,2023.10.25,기관,2023.12.7 0:00,2023.12.7 0:00,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143876&menuNo=200008
축제-기타,마포구,[M클래식 축제] 마포공연예술관광페스티벌 [타케자와 유토 피아노 리사이틀],2023-12-07~2023-12-07,마포아트센터 아트홀 맥,마포문화재단,8세 이상,"R석 50,000원 / S석 30,000 / A석 20,000원",타케자와 유토 ,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2219&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=98b236d199594782b856d8529279f60f&thumb=Y,2023.7.6,기관,2023.12.7 0:00,2023.12.7 0:00,기타,37.54990609,126.9455338,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142296&menuNo=200010
축제-기타,마포구,[M클래식 축제] 마포공연예술관광페스티벌 킷 암스트롱 피아노 리사이틀,2023-12-06~2023-12-06,마포아트센터 아트홀맥,마포문화재단,8세 이상,"R석 50,000원 / S석 30,000 / A석 20,000원",킷 암스트롱,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2218&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a746bbf37f4d439aa5a2711e6fbd6e54&thumb=Y,2023.7.6,기관,2023.12.6 0:00,2023.12.6 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142295&menuNo=200010
클래식,마포구, M 아티스트 2023 김도현 피아노 리사이틀 II,2023-12-05~2023-12-05,마포아트센터 아트홀맥,마포문화재단, 8세이상관람가[미취학아동입장불가]," VIP석 55,000원, R석 44,000원, S석 33,000원",피아니스트 김도현,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2176&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6a59720cd9c34bbfa056eb6b5031f809&thumb=Y,2023.3.15,기관,2023.12.5 0:00,2023.12.5 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141022&menuNo=200008
클래식,강동구,선우예권&국립슬로박필하모닉오케스트라,2023-12-02~2023-12-02,강동아트센터 대극장 한강,강동문화재단,8세 이상 관람가,"R석 100,000원 S석 70,000원 A석 50,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1968&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7073489c754345da815a4e636546e3e5&thumb=Y,2023.8.22,기관,2023.12.2 0:00,2023.12.2 0:00,,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142864&menuNo=200008
국악,종로구,"2023 국악대학전 내일의 예인 홍솔휘, 이가현가단",2023-11-30~2023-11-30,서울돈화문국악당,서울돈화문국악당,전체관람가,"전석 12,000원",,,,https://sdtt.or.kr/user/program/2023/11/1416,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=367a96863d1245458830744b8f7e63d1&thumb=Y,2023.10.25,기관,2023.11.30 0:00,2023.11.30 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143885&menuNo=200008
클래식,송파구,[서울시립교향악단] 2023 서울시향 얍 판 츠베덴의 베토벤 삼중 협주곡 ①,2023-11-30~2023-11-30,롯데콘서트홀,서울시립교향악단,홈페이지 참고,"R 100,000원 S 80,000원 A 50,000원 B 30,000원 C 10,000원","(지휘) 얍 판 츠베덴, (바이올린) 김동현, (첼로) 한재민, (피아노) 김수연",,,https://www.seoulphil.or.kr/perf/view?perfNo=5265&calendarDate=2023/11/30&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=73ccd83795f545fcb3afaf5442103d6e&thumb=Y,2023.10.23,기관,2023.11.30 0:00,2023.11.30 0:00,기타,37.51375196,127.1044469,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143836&menuNo=200008
클래식,종로구,뮌헨 필하모닉 내한공연,2023-11-29~2023-11-29,세종대극장,세종문화회관,만 7세 이상,"VIP 330,000원 R석 250,000원 S석 180,000원 A석 100,000원 B석 40,000원",,<html><head></head><body spellcheck=,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33856&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9343e03c1a004b1ab65d60f06f640b75&thumb=Y,2023.10.25,기관,2023.11.29 0:00,2023.11.29 0:00,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143877&menuNo=200008
국악,종로구,"2023 국악대학전 내일의 예인 윤주연, 신별하",2023-11-29~2023-11-29,서울돈화문국악당,서울돈화문국악당,전체관람가,"전석 12,000원",,,,https://sdtt.or.kr/user/program/2023/11/1415,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=41959de77816426aa89074292654057f&thumb=Y,2023.10.25,기관,2023.11.29 0:00,2023.11.29 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143883&menuNo=200008
전시/미술,종로구,2023 세종미술관 기획전시 [필묵변혁-송수남 황창배],2023-11-28~2024-01-14,"세종미술관 1관,세종미술관 2관",세종문화회관,전연령 관람 가능,"성인 5,000원 / 청소년(2005~2010년생) 3,000원 / 어린이(2011~2019년생) 2,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34652&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0f0c5c48fc4548cb8de9aedaec452d53&thumb=Y,2023.10.19,기관,2023.11.28 0:00,2024.1.14 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143798&menuNo=200009
클래식,구로구,브런치콘서트 [이달의 공연] 11월 클래식과 재즈의 더 배틀,2023-11-28~2023-11-28,구로아트밸리 예술극장,구로문화재단,7세 이상 관람가,"전석 10,000원 / 단체10인 이상 할인 20% (전화예매필수)",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3673&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=78c250f20537440cbbdf2f085f20a1c7&thumb=Y,2023.7.28,기관,2023.11.28 0:00,2023.11.28 0:00,기타,37.49655847,126.8889639,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142575&menuNo=200008
국악,종로구,"2023 국악대학전 내일의 예인 김은유, 이수흔",2023-11-28~2023-11-28,서울돈화문국악당,서울돈화문국악당,전체관람가,"전석 12,000원",,,,https://sdtt.or.kr/user/program/2023/11/1414,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=58e6876f57404801b13832b3e19d7813&thumb=Y,2023.10.25,기관,2023.11.28 0:00,2023.11.28 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143881&menuNo=200008
콘서트,중구,[중구문화재단] 월요극장4 - 뷰티풀 데이즈 with V.O.S,2023-11-27~2023-11-27,충무아트센터 중극장 블랙,중구문화재단,14세 이상(2010년 포함 이전 출생자),"전석 10,000원",,,,https://www.caci.or.kr/caci/performance/view.do?menuNo=200006&pblprfrId=1500,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9403239c46af4976bbb8eca04f5846ce&thumb=Y,2023.10.17,기관,2023.11.27 0:00,2023.11.27 0:00,기타,37.56594097,127.0147909,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143748&menuNo=200008
국악,종로구,서울돈화문국악당 2023 서울소리:잡가雜歌,2023-11-25~2023-11-26,서울돈화문국악당 공연장,서울돈화문국악당,전체관람가,"전석 20,000원","견두리, 김민지, 성슬기, 이민형, 이재하, 최수안, 최정아, 최주연, 최혜림",경서도 명창들의 주요 활동지였던 국악로의 의미를 되살리며 잡가의 음악적 가치를 재조명하는 공연,,https://sdtt.or.kr/user/program/2023/10/1417,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d43342153cd54b759b2788bc2b09cfd6&thumb=Y,2023.10.27,기관,2023.11.25 0:00,2023.11.26 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143907&menuNo=200008
뮤지컬/오페라,영등포구,[영등포문화재단] 가족극장 뮤지컬 앤ANNE,2023-11-24~2023-11-25,영등포아트홀,영등포문화재단,누구나,"전석 20,000원",,,,https://www.ydpcf.or.kr/artexhibit/view.do?id=340,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=112b480647624c63b325fac76d1100f8&thumb=Y,2023.10.13,기관,2023.11.24 0:00,2023.11.25 0:00,기타,37.5262451,126.9001286,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143673&menuNo=200008
콘서트,구로구,[구로문화재단 팝페라 콘서트] 팝페라 그룹 포엣,2023-11-24~2023-11-24,오류아트홀,구로문화재단,취학아동이상,"전석 20,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3688&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c54b44e3c1ca40cf8213cb68176314aa&thumb=Y,2023.9.8,기관,2023.11.24 0:00,2023.11.24 0:00,,37.49535812,126.8460358,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143220&menuNo=200008
클래식,송파구,[서울시립교향악단] 2023 서울시향 얍 판 츠베덴의 쇼스타코비치 교향곡 5번 ①,2023-11-23~2023-11-24,롯데콘서트홀,서울시립교향악단,홈페이지 참고,"R 120,000원 S 90,000원 A 60,000원 B 30,000원 C 10,000원",(지휘) 얍 판 츠베덴,,,https://www.seoulphil.or.kr/perf/view?perfNo=5261&calendarDate=2023/11/23&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bc5dd1ec7d68459e958eda828ddf8ff0&thumb=Y,2023.10.23,기관,2023.11.23 0:00,2023.11.24 0:00,기타,37.51375196,127.1044469,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143830&menuNo=200008
콘서트,강북구,[강북문화재단] 마티네콘서트 Ⅲ 유니크클래식 with 반도네온 (고상지),2023-11-22~2023-11-22,강북진달래홀,강북문화재단,누구나,"전석 20,000원 (강북구민 할인 50%)",,,,https://www.gbcf.or.kr/load.asp?subPage=110.View&page=1&idx=183,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d74696cb832546498275c921397d7036&thumb=Y,2023.10.23,기관,2023.11.22 0:00,2023.11.22 0:00,기타,37.64083272514534,127.01326775323761,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143840&menuNo=200008
클래식,강동구,"이고르 레비트, 피아노 리사이틀",2023-11-22~2023-11-22,강동아트센터 대극장 한강,강동문화재단,8세이상 관람가,"R석 90,000원 S석 70,000원 A석 50,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1975&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5e038a40312b4c4490f7e12d75838c61&thumb=Y,2023.8.22,기관,2023.11.22 0:00,2023.11.22 0:00,,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142865&menuNo=200008
뮤지컬/오페라,중구,뮤지컬 [몬테크리스토],2023-11-21~2024-02-25,충무아트센터 대극장,중구문화재단,8세 이상 입장 가능 (2023년 공연 : 2016년 출생자 / 2024년 공연 : 2017년 출생자 까지),"VIP석 17만원, R석 14만원, S석 11만원, A석 8만원",,,,https://www.caci.or.kr/caci/performance/view.do?menuNo=200006&pblprfrId=1501,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=859e1d3b1cb349f381b7a90c85fab820&thumb=Y,2023.10.17,기관,2023.11.21 0:00,2024.2.25 0:00,기타,37.56594097,127.0147909,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143749&menuNo=200008
교육/체험,종로구,K-컬처 원데이 클래스 With DDP 멤버십,2023-11-18~2023-11-19,DDP 디자인랩 3층 매거진 라이브러리 / 디자인 홀,동대문디자인플라자,관심있는 누구나,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=602&boardno=16&bbstopno=602&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e4136889432044bf9451d88f8fc4c8f2&thumb=Y,2023.10.31,기관,2023.11.18 0:00,2023.11.19 0:00,기타,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143920&menuNo=200011
콘서트,종로구,2023 이병우 기타 콘서트 -  다가오는 심장 소리,2023-11-18~2023-11-19,세종문화회관 S씨어터,기타,만 7세 이상,"전석 77,000원",이병우,기타로 모든 음악을 표현하는 멀티 기타 플레이어이자 핑거스타일 기타리스트 1호이기도 한 이병우의 기타 콘서트,,https://www.ticketlink.co.kr/product/46340,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9646bb15bf734cc7916258b5bfe61cd9&thumb=Y,2023.10.11,시민,2023.11.18 0:00,2023.11.19 0:00,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143651&menuNo=200008
국악,종로구,완창여정프로젝트 : 이해원의 심청가 판소리공장 바닥소리,2023-11-18~2023-11-18,서울돈화문국악당 공연장,서울돈화문국악당,전체관람가,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2023/11/1408,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5cb07053829247dd8faf7c4805460fba&thumb=Y,2023.9.22,기관,2023.11.18 0:00,2023.11.18 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143460&menuNo=200008
클래식,강북구,박혜미 피아노 독주회 작곡가 B 시리즈 ,2023-11-18~2023-11-18,꿈의숲 아트센터 콘서트홀 ,세종문화회관 세종미술관,누구나,전석 1만원,"피아니스트 박혜미는 예술의전당 음악영재아카데미, 서울예술고등학교를 졸업 후 도독하여 프랑크푸르트 국립음대에서 학사(Bachelor)및 석사(Master)과정을 졸업, 뮌스터 국립음대에서 연주자예비과정(Zertifikatstudienjahr)및 최고연주자과정(Konzertexamen)을 졸업하였다.  소년한국일보음악콩쿨 1위, 성정음악콩쿨 1위, 음악교육신문사콩쿨 특상, 경기도부천교육장배 및 전국학생음악콩쿨 1위, 한미음악콩쿨 등 다수 콩쿨에서 상위 입상하며 국내에서 두각을 드러내었고, Midwest University Missouri U.S.A. Alumni Scholarship Award 3위, Neapolitan Masters Competition 파이널리스트, G. Viotti Piano Competition, Verona Piano Competition, R. Schumann Piano Competition 등 다수 국제콩쿨에 참가 및 입상하여 연주자로서의 활동을 넓혔다.  국내외 유수홀의 무대에서 활발한 연주와 동시에 프랑크푸르트 음대 재학당시 베토벤 피아노 전곡 콘체르토 및 소나타 연주, 프랑크푸르트 Kursana Residenz, Kirche am Campus von Goethe Universitat 에서 수차례 독주회, 프랑크푸르트 St. Katharinenkirche 에서 실내악 및 독주연주, 뮌스터 스타인웨이 하우스 연주 등에 참여하였다.  그 외에 서울대학교 음악대학 국제 피아노 아카데미 참가 및 연주, Jerome Rose 마스터클래스 우수 연주자 초청연주, 싱가포르 국립음대(National University of Singapore) 초청 서울예고 실기우수자 마스터클래스, Gerlinde Otto, Andre Boainain, Thomas Hecht, Albert Tiu, Wolfgang Watzinger의 마스터클래스에 참가 및 연주하며 독일 여러 도시와 국외에서 다채로운 활동을 펼쳐왔다.  Musikschule Frankfurt am Main e.V 에서 반주강사를 역임하였고 금호아트홀 연세 귀국 독주회, 우인아트홀 유망주 콘서트, 쌀롱드무지끄 독주회 및 듀오 연주, 앙상블리안 기획 독주회, 용산 랜드홀 독주회, 아람문화기획 한양문고 하우스콘서트 등에서 다양한 연주를 가졌으며 이번 꿈의숲아트센터 독주회와 더불어 프라움 악기박물관 독주회를 통해 다양한 무대로 찾아 뵐 예정이다.","J.Brahms 7 Fantasies Op.116 (1833-1897) Capriccio. Presto energico Intermezzo. Andante Capriccio. Allegro passionato Intermezzo. Adagio Intermezzo. Andante con grazia ed intimissimo sentimento Intermezzo. Andantino teneramente Capriccio. Allegro agitato  J.S.Bach Chromatic Fantasy and Fugue in d-Minor BWV 903 (1685-1750) Fantasia, Recitativ, Fuga  Intermission  J.S.Bach Partita in G-Major No.5 BWV 829 (1685-1750) Preambulum  Allemande Corrente Sarabande Tempo di Minuetta Passepied  Gigue  J.Brahms Scherzo in e-Flat Minor Op.4 (1833-1897) Rasch und feurig, Trio 1, Trio 2  J.Brahms 4 pieces Op.119 (1833-1897) Intermezzo. Adagio  Intermezzo. Andantino un poco agitato Intermezzo. Grazioso e grazioso Rhapsodie. Allegro risoluto",,https://www.sejongpac.or.kr:443/portal/performance/performance/view.do?performIdx=34266&menuNo=200004&sdate=2023-10-31&searchWrd=&searchSort=1&searchCnd=1&searchPlaceCdStr=P%2C9006&edate=2023-11-30&searchPackage=&pageIndex=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cc9b6cbb15e04bbabb68d8eeaffd6038&thumb=Y,2023.10.31,시민,2023.11.18 0:00,2023.11.18 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143915&menuNo=200008
클래식,종로구,[서울시립교향악단] 2023 서울시향 실내악 시리즈 IV : 관악 앙상블,2023-11-18~2023-11-18,세종문화회관 체임버홀,서울시립교향악단,홈페이지 참고,"R 50,000원 S 30,000원 A 10,000원","(지휘) 야스퍼 드 발, (연주) 서울시향 단원",,,https://www.seoulphil.or.kr/perf/view?perfNo=5302&calendarDate=2023/11/18&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=564c43f27839480a8c64a491ac6fd371&thumb=Y,2023.10.23,기관,2023.11.18 0:00,2023.11.18 0:00,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143828&menuNo=200008
클래식,마포구, 차이코프스키 동화음악극 [미녀와 야수],2023-11-18~2023-11-18,마포아트센터 아트홀 맥,마포문화재단, 5세 이상(2018년 이전 출생)," R석 50,000원 S석 40,000원 A석 30,000원","김예은, 장철준, 김비존, 이지환, 이주찬, 이은조, 밀레니엄심포니오케스트라",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_top_str=%EB%AF%B8%EB%85%80&pk_seq=2267&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a15339dbdd41460787de9733beb70261&thumb=Y,2023.9.21,기관,2023.11.18 0:00,2023.11.18 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143428&menuNo=200008
전시/미술,중구,Stefan SAGMEISTER의 Now is Better(지금이 더 낫다),2023-11-17~2024-03-03,동대문디자인플라자(DDP) 잔디사랑방 & 잔디언덕,동대문디자인플라자,시민 누구나,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=499&boardno=15&bbstopno=499&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ee0614ea879c4a02b83e6d5f050acdda&thumb=Y,2023.10.31,기관,2023.11.17 0:00,2024.3.3 0:00,기타,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143918&menuNo=200009
교육/체험,중구,DDP FORUM VOL.37 [Beautiful Numbers],2023-11-17~2023-11-17,DDP디자인랩 3층 디자인홀,동대문디자인플라자,누구나,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=604&boardno=16&bbstopno=604&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=43baa448505a4917bcb1e3597f8a833d&thumb=Y,2023.10.31,기관,2023.11.17 0:00,2023.11.17 0:00,기타,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143919&menuNo=200011
